"","x","y","value"
"1",-124.464110931281,47.2499506476745,21.0233333333333
"2",-124.464110931281,47.4832663902628,20.648085106383
"3",-124.464110931281,47.7165821328511,19.9879523809524
"4",-124.464110931281,47.9498978754393,20.8444192634561
"5",-124.081358411262,46.0833719347331,23.9056363636364
"6",-124.081358411262,46.3166876773214,22.5214942528736
"7",-124.081358411262,46.5500034199097,21.8934090909091
"8",-124.081358411262,46.7833191624979,21.3234562211982
"9",-124.081358411262,47.0166349050862,21.2686013986014
"10",-124.081358411262,47.2499506476745,20.4588041237113
"11",-124.081358411262,47.4832663902628,19.5160070671378
"12",-124.081358411262,47.7165821328511,19.062590051458
"13",-124.081358411262,47.9498978754393,18.067525
"14",-123.698605891242,46.0833719347331,20.989001996008
"15",-123.698605891242,46.3166876773214,23.0359135285914
"16",-123.698605891242,46.5500034199097,21.3229080932785
"17",-123.698605891242,46.7833191624979,21.8171989528796
"18",-123.698605891242,47.0166349050862,21.5906497175141
"19",-123.698605891242,47.2499506476745,19.705859375
"20",-123.698605891242,47.4832663902628,17.0106228373702
"21",-123.698605891242,47.7165821328511,14.0335384615385
"22",-123.698605891242,47.9498978754393,14.210752688172
"23",-123.315853371223,46.0833719347331,21.0089616252822
"24",-123.315853371223,46.3166876773214,20.0186641221374
"25",-123.315853371223,46.5500034199097,21.8787483176312
"26",-123.315853371223,46.7833191624979,22.3166139240506
"27",-123.315853371223,47.0166349050862,21.6850736278447
"28",-123.315853371223,47.2499506476745,19.4676639344262
"29",-123.315853371223,47.4832663902628,16.1302485659656
"30",-123.315853371223,47.7165821328511,12.8268571428571
"31",-123.315853371223,47.9498978754393,13.077915407855
"32",-122.933100851203,45.6167404495565,24.1785245901639
"33",-122.933100851203,45.8500561921448,24.4029611650485
"34",-122.933100851203,46.0833719347331,22.1240717299578
"35",-122.933100851203,46.3166876773214,20.8492156862745
"36",-122.933100851203,46.5500034199097,22.7219266055046
"37",-122.933100851203,46.7833191624979,22.650634057971
"38",-122.933100851203,47.0166349050862,21.7134275618375
"39",-122.933100851203,47.2499506476745,21.0324719101124
"40",-122.933100851203,47.4832663902628,18.9466078431373
"41",-122.933100851203,47.7165821328511,16.7016591928251
"42",-122.933100851203,47.9498978754393,17.5096221662469
"43",-122.550348331184,45.6167404495565,24.6893220338983
"44",-122.550348331184,45.8500561921448,22.262296819788
"45",-122.550348331184,46.0833719347331,18.2874186046512
"46",-122.550348331184,46.3166876773214,18.6201091703057
"47",-122.550348331184,46.5500034199097,19.8235108958838
"48",-122.550348331184,46.7833191624979,19.9981993006993
"49",-122.550348331184,47.0166349050862,21.8456956521739
"50",-122.550348331184,47.2499506476745,21.5430097087379
"51",-122.550348331184,47.4832663902628,19.5668472906404
"52",-122.550348331184,47.7165821328511,20.1430319148936
"53",-122.550348331184,47.9498978754393,20.0481578947368
"54",-122.550348331184,48.1832136180276,24.1757894736842
"55",-122.550348331184,48.4165293606159,23.2608965517241
"56",-122.550348331184,48.6498451032042,22.0248387096774
"57",-122.550348331184,48.8831608457925,22.2577714285714
"58",-122.167595811165,45.6167404495565,19.5031325301205
"59",-122.167595811165,45.8500561921448,17.83944
"60",-122.167595811165,46.0833719347331,15.4082412060302
"61",-122.167595811165,46.3166876773214,14.3995922746781
"62",-122.167595811165,46.5500034199097,17.4509631728045
"63",-122.167595811165,46.7833191624979,18.2395256916996
"64",-122.167595811165,47.0166349050862,19.583140311804
"65",-122.167595811165,47.2499506476745,21.1073264781491
"66",-122.167595811165,47.4832663902628,22.0780167597765
"67",-122.167595811165,47.7165821328511,23.0114111922141
"68",-122.167595811165,47.9498978754393,23.1676412776413
"69",-122.167595811165,48.1832136180276,21.6711063218391
"70",-122.167595811165,48.4165293606159,20.7761517615176
"71",-122.167595811165,48.6498451032042,19.1792087542088
"72",-122.167595811165,48.8831608457925,19.0176136363636
"73",-121.784843291145,45.6167404495565,20.6068113207547
"74",-121.784843291145,45.8500561921448,19.8997947214076
"75",-121.784843291145,46.0833719347331,15.7670813397129
"76",-121.784843291145,46.3166876773214,13.3805740740741
"77",-121.784843291145,46.5500034199097,15.6469383697813
"78",-121.784843291145,46.7833191624979,13.1514166666667
"79",-121.784843291145,47.0166349050862,14.6979276773296
"80",-121.784843291145,47.2499506476745,18.2329152542373
"81",-121.784843291145,47.4832663902628,19.7380181543116
"82",-121.784843291145,47.7165821328511,19.6505396825397
"83",-121.784843291145,47.9498978754393,20.0422710622711
"84",-121.784843291145,48.1832136180276,19.5112277227723
"85",-121.784843291145,48.4165293606159,18.7009633027523
"86",-121.784843291145,48.6498451032042,16.389347826087
"87",-121.784843291145,48.8831608457925,13.3732581967213
"88",-121.402090771126,45.6167404495565,24.3182239382239
"89",-121.402090771126,45.8500561921448,22.7175570032573
"90",-121.402090771126,46.0833719347331,19.1972420634921
"91",-121.402090771126,46.3166876773214,15.0737132352941
"92",-121.402090771126,46.5500034199097,13.933716108453
"93",-121.402090771126,46.7833191624979,15.025248447205
"94",-121.402090771126,47.0166349050862,15.3588413793103
"95",-121.402090771126,47.2499506476745,17.1449302325581
"96",-121.402090771126,47.4832663902628,16.6514285714286
"97",-121.402090771126,47.7165821328511,17.0266615620214
"98",-121.402090771126,47.9498978754393,15.068855721393
"99",-121.402090771126,48.1832136180276,17.0026286764706
"100",-121.402090771126,48.4165293606159,15.8159507042254
"101",-121.402090771126,48.6498451032042,14.8356929637527
"102",-121.402090771126,48.8831608457925,12.8626014319809
"103",-121.019338251106,45.6167404495565,27.8669762419006
"104",-121.019338251106,45.8500561921448,24.5628941684665
"105",-121.019338251106,46.0833719347331,20.924022556391
"106",-121.019338251106,46.3166876773214,19.352366621067
"107",-121.019338251106,46.5500034199097,17.8141460234681
"108",-121.019338251106,46.7833191624979,17.9484664131812
"109",-121.019338251106,47.0166349050862,17.4712483039349
"110",-121.019338251106,47.2499506476745,19.6971104387292
"111",-121.019338251106,47.4832663902628,16.2047272727273
"112",-121.019338251106,47.7165821328511,14.8080701754386
"113",-121.019338251106,47.9498978754393,14.432402044293
"114",-121.019338251106,48.1832136180276,12.2912153518124
"115",-121.019338251106,48.4165293606159,12.5227724358974
"116",-121.019338251106,48.6498451032042,12.8588682170543
"117",-121.019338251106,48.8831608457925,13.163652173913
"118",-120.636585731087,45.6167404495565,28.2087056367432
"119",-120.636585731087,45.8500561921448,24.6655128205128
"120",-120.636585731087,46.0833719347331,20.5723004694836
"121",-120.636585731087,46.3166876773214,23.5239208633094
"122",-120.636585731087,46.5500034199097,23.7378947368421
"123",-120.636585731087,46.7833191624979,21.7700505902192
"124",-120.636585731087,47.0166349050862,21.928752362949
"125",-120.636585731087,47.2499506476745,17.5151179941003
"126",-120.636585731087,47.4832663902628,17.9264907275321
"127",-120.636585731087,47.7165821328511,18.2300305810398
"128",-120.636585731087,47.9498978754393,14.8433236574746
"129",-120.636585731087,48.1832136180276,14.8473555166375
"130",-120.636585731087,48.4165293606159,13.1811297709924
"131",-120.636585731087,48.6498451032042,13.1367422096317
"132",-120.636585731087,48.8831608457925,12.9208555399719
"133",-120.253833211067,45.6167404495565,29.0368918918919
"134",-120.253833211067,45.8500561921448,25.4439405940594
"135",-120.253833211067,46.0833719347331,23.119546191248
"136",-120.253833211067,46.3166876773214,26.0732898172324
"137",-120.253833211067,46.5500034199097,22.9438809034908
"138",-120.253833211067,46.7833191624979,22.073737704918
"139",-120.253833211067,47.0166349050862,21.280648011782
"140",-120.253833211067,47.2499506476745,18.8439834024896
"141",-120.253833211067,47.4832663902628,20.4285464333782
"142",-120.253833211067,47.7165821328511,19.6556753246753
"143",-120.253833211067,47.9498978754393,17.5182556390977
"144",-120.253833211067,48.1832136180276,15.3426674937965
"145",-120.253833211067,48.4165293606159,17.3146802721088
"146",-120.253833211067,48.6498451032042,15.8066040462428
"147",-120.253833211067,48.8831608457925,13.0843352601156
"148",-119.871080691048,45.6167404495565,28.7194666666667
"149",-119.871080691048,45.8500561921448,27.99
"150",-119.871080691048,46.0833719347331,27.1121142857143
"151",-119.871080691048,46.3166876773214,25.1752838427948
"152",-119.871080691048,46.5500034199097,24.1067509481669
"153",-119.871080691048,46.7833191624979,24.7555438596491
"154",-119.871080691048,47.0166349050862,24.762193877551
"155",-119.871080691048,47.2499506476745,22.9528624535316
"156",-119.871080691048,47.4832663902628,22.0590661478599
"157",-119.871080691048,47.7165821328511,21.3106043956044
"158",-119.871080691048,47.9498978754393,21.3066806722689
"159",-119.871080691048,48.1832136180276,21.6313122171946
"160",-119.871080691048,48.4165293606159,18.3029336188437
"161",-119.871080691048,48.6498451032042,15.6715505226481
"162",-119.871080691048,48.8831608457925,15.8472643253235
"163",-119.488328171028,46.0833719347331,27.8516628701595
"164",-119.488328171028,46.3166876773214,26.9320679012346
"165",-119.488328171028,46.5500034199097,27.5636898395722
"166",-119.488328171028,46.7833191624979,28.8530588235294
"167",-119.488328171028,47.0166349050862,27.2985
"168",-119.488328171028,47.2499506476745,24.8728571428571
"169",-119.488328171028,47.4832663902628,23.542027972028
"170",-119.488328171028,47.7165821328511,22.5649514563107
"171",-119.488328171028,47.9498978754393,23.1278395061728
"172",-119.488328171028,48.1832136180276,22.7246025878004
"173",-119.488328171028,48.4165293606159,22.3631684981685
"174",-119.488328171028,48.6498451032042,22.2845918367347
"175",-119.488328171028,48.8831608457925,23.0609090909091
"176",-119.105575651009,46.0833719347331,27.768700265252
"177",-119.105575651009,46.3166876773214,30.139837398374
"178",-119.105575651009,46.5500034199097,28.9451408450704
"179",-119.105575651009,46.7833191624979,28.0623166023166
"180",-119.105575651009,47.0166349050862,27.7530194805195
"181",-119.105575651009,47.2499506476745,26.8544621513944
"182",-119.105575651009,47.4832663902628,25.4635523114355
"183",-119.105575651009,47.7165821328511,23.215
"184",-119.105575651009,47.9498978754393,22.9180808080808
"185",-119.105575651009,48.1832136180276,21.627130977131
"186",-119.105575651009,48.4165293606159,18.4628404669261
"187",-119.105575651009,48.6498451032042,17.9259338061466
"188",-119.105575651009,48.8831608457925,17.4998694516971
"189",-118.72282313099,46.0833719347331,30.497868852459
"190",-118.72282313099,46.3166876773214,29.844398340249
"191",-118.72282313099,46.5500034199097,28.3775422138837
"192",-118.72282313099,46.7833191624979,27.698081705151
"193",-118.72282313099,47.0166349050862,27.0400802568218
"194",-118.72282313099,47.2499506476745,26.3594086956522
"195",-118.72282313099,47.4832663902628,25.0992786885246
"196",-118.72282313099,47.7165821328511,22.8954545454545
"197",-118.72282313099,47.9498978754393,21.5777282377919
"198",-118.72282313099,48.1832136180276,18.6807195571956
"199",-118.72282313099,48.4165293606159,17.9238992537313
"200",-118.72282313099,48.6498451032042,17.2394608695652
"201",-118.72282313099,48.8831608457925,17.3283411580595
"202",-118.34007061097,46.0833719347331,27.5754120267261
"203",-118.34007061097,46.3166876773214,27.3527663230241
"204",-118.34007061097,46.5500034199097,28.2560441767068
"205",-118.34007061097,46.7833191624979,27.015478424015
"206",-118.34007061097,47.0166349050862,27.1294188861985
"207",-118.34007061097,47.2499506476745,25.8054054054054
"208",-118.34007061097,47.4832663902628,24.2344318181818
"209",-118.34007061097,47.7165821328511,22.2728373702422
"210",-118.34007061097,47.9498978754393,21.6758596491228
"211",-118.34007061097,48.1832136180276,20.2057319587629
"212",-118.34007061097,48.4165293606159,18.707145631068
"213",-118.34007061097,48.6498451032042,17.3478048780488
"214",-118.34007061097,48.8831608457925,17.8427861771058
"215",-117.957318090951,46.0833719347331,19.4688344988345
"216",-117.957318090951,46.3166876773214,24.7674669187146
"217",-117.957318090951,46.5500034199097,28.1047889908257
"218",-117.957318090951,46.7833191624979,27.1025
"219",-117.957318090951,47.0166349050862,27.898097826087
"220",-117.957318090951,47.2499506476745,25.7248908296943
"221",-117.957318090951,47.4832663902628,22.8211632270169
"222",-117.957318090951,47.7165821328511,21.704362745098
"223",-117.957318090951,47.9498978754393,18.0542857142857
"224",-117.957318090951,48.1832136180276,20.0673375262054
"225",-117.957318090951,48.4165293606159,20.045366726297
"226",-117.957318090951,48.6498451032042,20.0598035714286
"227",-117.957318090951,48.8831608457925,18.4371260504202
"228",-117.574565570931,46.0833719347331,18.2636734693878
"229",-117.574565570931,46.3166876773214,21.2738898756661
"230",-117.574565570931,46.5500034199097,25.8484362934363
"231",-117.574565570931,46.7833191624979,26.4669189189189
"232",-117.574565570931,47.0166349050862,26.396974459725
"233",-117.574565570931,47.2499506476745,26.2783333333333
"234",-117.574565570931,47.4832663902628,25.0820224719101
"235",-117.574565570931,47.9498978754393,22.5741463414634
"236",-117.574565570931,48.1832136180276,21.0075945945946
"237",-117.574565570931,48.4165293606159,18.3813801452784
"238",-117.574565570931,48.6498451032042,17.324184675835
"239",-117.574565570931,48.8831608457925,17.2505069124424
"240",-117.191813050912,46.0833719347331,24.09853515625
"241",-117.191813050912,46.3166876773214,25.4647179487179
"242",-117.191813050912,46.5500034199097,25.0963057324841
"243",-117.191813050912,46.7833191624979,25.9905405405405
"244",-117.191813050912,47.0166349050862,26.3282959641256
"245",-117.191813050912,47.2499506476745,25.8956183745583
"246",-117.191813050912,47.4832663902628,25.1025
